Timestamp,Fused_HR
2025-02-04 11:06:51.420916,103.86
2025-02-04 11:06:51.486971,103.86
2025-02-04 11:06:51.558681,103.86
2025-02-04 11:06:51.627988,103.86
2025-02-04 11:06:51.696395,103.86
2025-02-04 11:06:51.764144,101.92
2025-02-04 11:06:51.831687,101.92
2025-02-04 11:06:51.901211,102.35
2025-02-04 11:06:51.969437,101.65
2025-02-04 11:06:52.038108,101.65
2025-02-04 11:06:52.105191,102.35
2025-02-04 11:06:52.173717,102.35
2025-02-04 11:06:52.242184,101.65
2025-02-04 11:06:52.310533,102.40
2025-02-04 11:06:52.382407,102.40
2025-02-04 11:06:52.448689,102.78
2025-02-04 11:06:52.517157,102.78
2025-02-04 11:06:52.585485,102.78
2025-02-04 11:06:52.654189,102.78
2025-02-04 11:06:52.723327,102.78
2025-02-04 11:06:52.792339,103.50
2025-02-04 11:06:52.860882,102.78
2025-02-04 11:06:52.930449,102.78
2025-02-04 11:06:52.999358,102.40
2025-02-04 11:06:53.067932,102.07
2025-02-04 11:06:53.135887,102.07
2025-02-04 11:06:53.204524,102.07
2025-02-04 11:06:53.272700,102.07
2025-02-04 11:06:53.339721,102.07
2025-02-04 11:06:53.408039,102.79
2025-02-04 11:06:53.479480,102.07
2025-02-04 11:06:53.554671,102.37
2025-02-04 11:06:53.617242,102.37
2025-02-04 11:06:53.685830,102.05
2025-02-04 11:06:53.754784,102.05
2025-02-04 11:06:53.823280,102.05
2025-02-04 11:06:53.893410,102.76
2025-02-04 11:06:53.961694,102.76
2025-02-04 11:06:54.029815,102.76
2025-02-04 11:06:54.098232,102.76
2025-02-04 11:06:54.164832,102.36
2025-02-04 11:06:54.235176,102.36
2025-02-04 11:06:54.305571,102.74
2025-02-04 11:06:54.373338,102.04
2025-02-04 11:06:54.441763,102.04
2025-02-04 11:06:54.512350,102.74
2025-02-04 11:06:54.578440,102.74
2025-02-04 11:06:54.646255,102.74
2025-02-04 11:06:54.715560,102.74
2025-02-04 11:06:54.783886,103.12
2025-02-04 11:06:54.851358,102.37
2025-02-04 11:06:54.921446,102.04
2025-02-04 11:06:54.989397,102.04
2025-02-04 11:06:55.058290,102.04
2025-02-04 11:06:55.126347,102.04
2025-02-04 11:06:55.194723,102.04
2025-02-04 11:06:55.264068,102.04
2025-02-04 11:06:55.333848,102.04
2025-02-04 11:06:55.401553,102.35
2025-02-04 11:06:55.469207,102.35
2025-02-04 11:06:55.537837,102.04
