Timestamp,415nm_filtered,415nm_peak,445nm_filtered,445nm_peak,480nm_filtered,480nm_peak,515nm_filtered,515nm_peak,555nm_filtered,555nm_peak,590nm_filtered,590nm_peak,630nm_filtered,630nm_peak,680nm_filtered,680nm_peak,NIR_filtered,NIR_peak,Fused_filtered,Fused_peak
2025-02-22 21:11:13.213,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-02-22 21:11:13.836,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-02-22 21:11:13.958,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-02-22 21:11:14.003,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-02-22 21:11:14.039,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-02-22 21:11:14.089,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-02-22 21:11:14.139,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-02-22 21:11:14.189,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-02-22 21:11:14.240,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-02-22 21:11:14.289,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-02-22 21:11:14.340,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-02-22 21:11:14.389,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-02-22 21:11:15.190,0.4942361611768875,0,0.3657009933143264,0,0.34759365543336984,0,0.4062562073366387,0,0.41453522772253326,0,0.3265886299270773,0,,0,0.26915086941790023,0,0.4059276856311275,0,0.22129210866785673,0
2025-02-22 21:11:15.239,0.48713319650082915,0,0.3661125638155772,0,0.34505180933594964,0,0.406041518027692,0,0.43700314694351305,0,0.37045656852706305,0,,0,0.3869526716044628,0,0.5311386980033304,0,0.25666798481459124,0
2025-02-22 21:11:15.289,0.480279799190878,0,0.4127945904804826,0,0.4041321078190644,0,0.4596679623016501,0,0.46522871048401715,0,0.40610766854398445,0,,0,0.35467884331593086,0,0.5542889789450811,0,0.2793628651689148,0
2025-02-22 21:11:15.339,0.47973688629042377,0,0.4203009511541585,0,0.40862653656093256,0,0.4680252543034532,0,0.49906532235128637,0,0.4209346319602768,0,,0,0.35898158277803394,0,0.5734689279227545,0,0.2942945406260906,0
2025-02-22 21:11:15.390,0.47278526709860985,0,0.4420928131790555,0,0.4321393685330531,0,0.4971796015210145,0,0.5138312186780559,0,0.4351332178492178,0,,0,0.3447604644888563,0,0.5795184827928124,0,0.3068978070115315,0
