Timestamp,Fused_HR
2025-02-21 10:08:00.625694,76.47
2025-02-21 10:08:00.694383,76.47
2025-02-21 10:08:00.760069,76.47
2025-02-21 10:08:00.828169,76.47
2025-02-21 10:08:00.896687,77.30
2025-02-21 10:08:00.965006,77.30
2025-02-21 10:08:01.034307,77.30
2025-02-21 10:08:01.102595,77.30
2025-02-21 10:08:01.170998,77.30
2025-02-21 10:08:01.239313,77.30
2025-02-21 10:08:01.308708,83.67
2025-02-21 10:08:01.377066,83.67
2025-02-21 10:08:01.445518,82.95
2025-02-21 10:08:01.513819,83.99
2025-02-21 10:08:01.583150,83.32
2025-02-21 10:08:01.650653,83.99
2025-02-21 10:08:01.719992,83.99
2025-02-21 10:08:01.788771,83.32
2025-02-21 10:08:01.857608,83.99
2025-02-21 10:08:01.925809,83.99
2025-02-21 10:08:01.994267,83.99
2025-02-21 10:08:02.062571,83.99
2025-02-21 10:08:02.131091,83.99
2025-02-21 10:08:02.199380,83.99
2025-02-21 10:08:02.267728,83.62
2025-02-21 10:08:02.336014,83.62
2025-02-21 10:08:02.404418,83.62
2025-02-21 10:08:02.474693,83.62
2025-02-21 10:08:02.543098,83.99
2025-02-21 10:08:02.612487,83.62
2025-02-21 10:08:02.680723,83.62
2025-02-21 10:08:02.750381,83.62
2025-02-21 10:08:02.818573,83.62
2025-02-21 10:08:02.886816,84.47
2025-02-21 10:08:02.955123,84.47
2025-02-21 10:08:03.024456,84.47
2025-02-21 10:08:03.093854,84.47
2025-02-21 10:08:03.162274,85.05
2025-02-21 10:08:03.230577,85.05
2025-02-21 10:08:03.299911,85.54
2025-02-21 10:08:03.368210,85.54
2025-02-21 10:08:03.436601,85.54
2025-02-21 10:08:03.505329,85.54
2025-02-21 10:08:03.573285,85.54
2025-02-21 10:08:03.641619,84.47
2025-02-21 10:08:03.709892,84.47
2025-02-21 10:08:03.778439,84.47
2025-02-21 10:08:03.846823,84.47
2025-02-21 10:08:03.915063,84.47
2025-02-21 10:08:03.983526,84.47
2025-02-21 10:08:04.051755,83.01
2025-02-21 10:08:04.120214,83.01
2025-02-21 10:08:04.189556,83.01
2025-02-21 10:08:04.257881,83.91
2025-02-21 10:08:04.328298,83.91
2025-02-21 10:08:04.397554,83.91
2025-02-21 10:08:04.465704,83.91
2025-02-21 10:08:04.534271,83.91
2025-02-21 10:08:04.602621,84.91
2025-02-21 10:08:04.670883,85.55
2025-02-21 10:08:04.740273,84.91
2025-02-21 10:08:04.808383,85.55
2025-02-21 10:08:04.876970,84.91
2025-02-21 10:08:04.945337,84.91
2025-02-21 10:08:05.013821,84.91
2025-02-21 10:08:05.082159,83.90
2025-02-21 10:08:05.150545,83.90
2025-02-21 10:08:05.218799,83.90
2025-02-21 10:08:05.287176,83.90
2025-02-21 10:08:05.355553,83.90
2025-02-21 10:08:05.423951,84.26
2025-02-21 10:08:05.492238,84.26
2025-02-21 10:08:05.560701,84.26
2025-02-21 10:08:05.628982,84.26
2025-02-21 10:08:05.697359,84.26
2025-02-21 10:08:05.766634,84.26
2025-02-21 10:08:05.835042,83.93
2025-02-21 10:08:05.903325,83.93
2025-02-21 10:08:05.971730,83.93
2025-02-21 10:08:06.040018,83.93
2025-02-21 10:08:06.108418,83.93
2025-02-21 10:08:06.176766,84.93
2025-02-21 10:08:06.245214,84.93
2025-02-21 10:08:06.313494,84.93
2025-02-21 10:08:06.381905,84.93
2025-02-21 10:08:06.450579,84.93
2025-02-21 10:08:06.520547,85.12
2025-02-21 10:08:06.586767,85.12
2025-02-21 10:08:06.653993,85.12
2025-02-21 10:08:06.723117,85.12
2025-02-21 10:08:06.791435,85.12
2025-02-21 10:08:06.859865,85.71
2025-02-21 10:08:06.928481,85.12
2025-02-21 10:08:06.997091,86.22
2025-02-21 10:08:07.065025,86.22
2025-02-21 10:08:07.134286,85.57
2025-02-21 10:08:07.203708,86.33
2025-02-21 10:08:07.273182,86.33
2025-02-21 10:08:07.342849,85.73
2025-02-21 10:08:07.411209,86.33
2025-02-21 10:08:07.479625,86.33
2025-02-21 10:08:07.547903,86.33
2025-02-21 10:08:07.616370,86.33
2025-02-21 10:08:07.684863,86.33
2025-02-21 10:08:07.753049,86.33
2025-02-21 10:08:07.821188,84.98
2025-02-21 10:08:07.889643,84.98
2025-02-21 10:08:07.958051,84.55
2025-02-21 10:08:08.026209,84.55
2025-02-21 10:08:08.095868,84.55
2025-02-21 10:08:08.163818,84.55
2025-02-21 10:08:08.231915,84.55
2025-02-21 10:08:08.300654,84.55
2025-02-21 10:08:08.369071,84.33
2025-02-21 10:08:08.437471,84.33
2025-02-21 10:08:08.505911,84.33
2025-02-21 10:08:08.574023,84.33
2025-02-21 10:08:08.643505,84.33
2025-02-21 10:08:08.711878,83.98
2025-02-21 10:08:08.780203,83.98
2025-02-21 10:08:08.848448,83.98
2025-02-21 10:08:08.916506,83.98
2025-02-21 10:08:08.985310,83.98
2025-02-21 10:08:09.053621,83.70
2025-02-21 10:08:09.121949,83.70
2025-02-21 10:08:09.190381,83.70
2025-02-21 10:08:09.259742,83.70
2025-02-21 10:08:09.328000,83.70
2025-02-21 10:08:09.397113,83.70
2025-02-21 10:08:09.465619,83.70
2025-02-21 10:08:09.534890,82.84
2025-02-21 10:08:09.603163,82.84
2025-02-21 10:08:09.671588,82.84
2025-02-21 10:08:09.739864,83.70
2025-02-21 10:08:09.808304,83.70
2025-02-21 10:08:09.876807,83.70
2025-02-21 10:08:09.945132,83.70
2025-02-21 10:08:10.013583,83.70
2025-02-21 10:08:10.082007,83.70
2025-02-21 10:08:10.150722,83.09
2025-02-21 10:08:10.218573,83.09
2025-02-21 10:08:10.286764,82.82
2025-02-21 10:08:10.357189,82.82
2025-02-21 10:08:10.425098,82.82
2025-02-21 10:08:10.493709,82.46
2025-02-21 10:08:10.561888,82.46
2025-02-21 10:08:10.630277,82.46
2025-02-21 10:08:10.698658,82.46
2025-02-21 10:08:10.767038,82.46
2025-02-21 10:08:10.835309,82.46
2025-02-21 10:08:10.903724,82.46
2025-02-21 10:08:10.973463,82.46
2025-02-21 10:08:11.041832,82.46
2025-02-21 10:08:11.110344,81.71
2025-02-21 10:08:11.179496,81.28
2025-02-21 10:08:11.247902,81.28
2025-02-21 10:08:11.315890,81.28
2025-02-21 10:08:11.384433,81.28
2025-02-21 10:08:11.452659,81.28
2025-02-21 10:08:11.522435,81.28
2025-02-21 10:08:11.590760,81.28
2025-02-21 10:08:11.657636,81.28
2025-02-21 10:08:11.728165,81.28
2025-02-21 10:08:11.796309,81.70
2025-02-21 10:08:11.864687,81.87
2025-02-21 10:08:11.933130,81.87
2025-02-21 10:08:12.002347,81.87
2025-02-21 10:08:12.070744,81.87
2025-02-21 10:08:12.140352,81.87
2025-02-21 10:08:12.208492,81.87
2025-02-21 10:08:12.278034,81.87
2025-02-21 10:08:12.346547,81.87
2025-02-21 10:08:12.416991,81.87
2025-02-21 10:08:12.485273,81.87
2025-02-21 10:08:12.553844,81.69
2025-02-21 10:08:12.621633,80.13
2025-02-21 10:08:12.689800,80.13
2025-02-21 10:08:12.758297,80.13
2025-02-21 10:08:12.827097,80.70
2025-02-21 10:08:12.895240,80.70
2025-02-21 10:08:12.963652,80.70
2025-02-21 10:08:13.031721,80.70
2025-02-21 10:08:13.101244,80.13
2025-02-21 10:08:13.170220,80.82
2025-02-21 10:08:13.239174,80.82
2025-02-21 10:08:13.308261,80.82
2025-02-21 10:08:13.376841,80.15
2025-02-21 10:08:13.445139,80.15
2025-02-21 10:08:13.513160,80.15
2025-02-21 10:08:13.581422,80.15
2025-02-21 10:08:13.651324,80.15
2025-02-21 10:08:13.720096,80.15
2025-02-21 10:08:13.789051,80.15
2025-02-21 10:08:13.858279,80.15
2025-02-21 10:08:13.926653,80.15
2025-02-21 10:08:13.996043,78.97
2025-02-21 10:08:14.064392,78.97
2025-02-21 10:08:14.132797,78.97
2025-02-21 10:08:14.202305,78.97
2025-02-21 10:08:14.271188,77.91
2025-02-21 10:08:14.339815,77.91
2025-02-21 10:08:14.408005,77.91
2025-02-21 10:08:14.476928,78.45
2025-02-21 10:08:14.545853,78.45
2025-02-21 10:08:14.615011,78.38
2025-02-21 10:08:14.684336,78.38
2025-02-21 10:08:14.752420,78.38
2025-02-21 10:08:14.820652,80.11
2025-02-21 10:08:14.889030,78.97
2025-02-21 10:08:14.957556,78.38
2025-02-21 10:08:15.026287,78.38
2025-02-21 10:08:15.094620,78.38
2025-02-21 10:08:15.164015,77.38
2025-02-21 10:08:15.232060,77.38
2025-02-21 10:08:15.300773,77.38
2025-02-21 10:08:15.369494,77.38
2025-02-21 10:08:15.437840,77.18
2025-02-21 10:08:15.507432,77.18
2025-02-21 10:08:15.575776,77.18
2025-02-21 10:08:15.644418,77.18
2025-02-21 10:08:15.712762,77.18
2025-02-21 10:08:15.781060,77.18
2025-02-21 10:08:15.849544,77.18
2025-02-21 10:08:15.917921,77.35
2025-02-21 10:08:15.986212,76.83
2025-02-21 10:08:16.054482,77.35
2025-02-21 10:08:16.123930,77.35
2025-02-21 10:08:16.192136,76.60
2025-02-21 10:08:16.260442,76.35
2025-02-21 10:08:16.329744,76.60
2025-02-21 10:08:16.398040,76.60
2025-02-21 10:08:16.468775,76.05
2025-02-21 10:08:16.537922,76.05
2025-02-21 10:08:16.606295,77.35
2025-02-21 10:08:16.673130,77.35
2025-02-21 10:08:16.742522,77.35
2025-02-21 10:08:16.810975,77.35
2025-02-21 10:08:16.879216,76.59
2025-02-21 10:08:16.949614,76.59
2025-02-21 10:08:17.018876,76.59
2025-02-21 10:08:17.087642,76.59
2025-02-21 10:08:17.155661,76.59
2025-02-21 10:08:17.224242,76.59
2025-02-21 10:08:17.292785,76.59
2025-02-21 10:08:17.362150,76.59
2025-02-21 10:08:17.430595,76.59
2025-02-21 10:08:17.500134,76.35
2025-02-21 10:08:17.567920,75.47
2025-02-21 10:08:17.636103,75.47
2025-02-21 10:08:17.704889,75.47
2025-02-21 10:08:17.774252,75.47
2025-02-21 10:08:17.844607,75.47
2025-02-21 10:08:17.913968,75.47
2025-02-21 10:08:17.982298,75.47
2025-02-21 10:08:18.050591,77.32
2025-02-21 10:08:18.119021,75.47
2025-02-21 10:08:18.188436,75.47
2025-02-21 10:08:18.257652,75.47
2025-02-21 10:08:18.326039,75.11
