Timestamp,415nm_filtered,415nm_peak,445nm_filtered,445nm_peak,480nm_filtered,480nm_peak,515nm_filtered,515nm_peak,555nm_filtered,555nm_peak,590nm_filtered,590nm_peak,630nm_filtered,630nm_peak,680nm_filtered,680nm_peak,NIR_filtered,NIR_peak,Fused_filtered,Fused_peak
2025-03-04 10:42:30.263,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-03-04 10:42:30.403,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-03-04 10:42:30.454,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-03-04 10:42:30.504,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-03-04 10:42:30.554,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-03-04 10:42:30.604,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-03-04 10:42:30.654,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-03-04 10:42:30.704,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-03-04 10:42:30.754,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-03-04 10:42:30.804,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-03-04 10:42:30.854,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-03-04 10:42:30.905,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025-03-04 10:42:33.017,0.6083362812523985,0,0.6359820383538013,0,0.3949440689027016,0,0.43268534097370076,0,0.51211697122808,0,0.5344010256096288,0,,0,0.6158111395558614,0,0.46396339000057546,0,0.3728247240103153,0
2025-03-04 10:42:33.086,0.5682240179014991,0,0.6678803854767971,0,0.4659009169924114,0,0.4474685738873723,0,0.5061842893194541,0,0.4860021046834455,0,,0,0.624339472282879,0,0.39694949474229657,0,0.3535477304413086,0
2025-03-04 10:42:33.155,0.6134942217902951,0,0.7100521092933375,0,0.48060599920163516,0,0.45671506914629934,0,0.5282014576771104,0,0.5276703694441197,0,,0,0.6584220119267633,0,0.5092845168204284,0,0.3367592881576594,0
2025-03-04 10:42:33.223,0.6646826401669522,0,0.7288839980402206,0,0.5281386340716131,0,0.49365558360558365,0,0.5231376013911768,0,0.5319147760945054,0,,0,0.6843234475532637,0,0.5296787411837581,0,0.32719799709682423,0
2025-03-04 10:42:33.291,0.6741352418703757,0,0.7007617787656053,0,0.5301389424609037,0,0.49428284929520927,0,0.5528678884950574,0,0.5210974266429913,0,,0,0.6923718573320203,0,0.5263587518362987,0,0.33978150399872226,0
2025-03-04 10:42:33.361,0.6406061955379164,0,0.6583460743015213,0,0.5364356967818055,0,0.5017801218627159,0,0.5652393937979214,0,0.5558807766198649,0,,0,0.6845601641560006,0,0.5224300365007569,0,0.38966908491953633,0
2025-03-04 10:42:33.430,0.5846856087446658,0,0.6568488893472635,0,0.48993441300116036,0,0.5284696064371379,0,0.5831670148480821,0,0.5692294522301891,0,,0,0.620017100629782,0,0.46600007754763706,0,0.47225177853506545,0
2025-03-04 10:42:33.498,0.5795137794202319,0,0.648748868175825,0,0.45994546056362917,0,0.48817921625881944,0,0.5379084561893253,0,0.5058728983852272,0,,0,0.5394350389303199,0,0.4526718061859688,0,0.5475063481604828,0
