180305,28,20,37,23,173,1181,245,64,139,866,2
180305,26,21,34,141,230,375,412,243,135,809,3
180305,18,13,30,422,383,97,59,56,98,617,4
180305,11,24,307,109,21,17,33,48,82,364,5
180305,13,220,114,19,16,20,37,52,74,318,6
180305,41,13,9,13,13,20,36,48,68,149,7
180305,91,127,123,109,101,114,133,122,1297,1530,8
180305,4,3,4,3,4,7,20,36,64,82,9
181039,45,40,46,40,50,74,1315,1037,156,1164,0
181039,26,25,30,28,23,231,1113,135,138,800,1
181039,28,20,37,23,174,1185,245,65,138,869,2
181039,26,20,34,142,232,378,412,243,135,810,3
181039,18,14,30,425,386,98,59,56,99,622,4
181039,11,25,311,111,21,18,33,48,82,367,5
181039,14,221,115,19,16,20,37,52,74,319,6
181039,41,13,9,12,13,20,36,48,68,149,7
181039,91,127,123,108,100,114,132,121,1297,1530,8
181039,4,3,4,3,4,8,21,36,64,81,9
181771,45,40,45,39,50,74,1315,1038,157,1162,0
181771,27,24,29,27,23,233,1114,136,139,799,1
181771,27,20,37,23,175,1188,246,64,138,870,2
181771,26,21,35,143,234,376,409,242,135,809,3
181771,18,13,30,427,389,99,59,56,98,624,4
181771,11,24,312,112,21,17,33,48,80,366,5
181771,13,222,116,20,16,20,36,52,72,319,6
181771,41,13,9,12,13,20,36,47,66,146,7
181771,91,127,123,108,100,114,132,121,1298,1530,8
181771,4,4,4,4,4,8,20,35,64,80,9
182504,46,41,46,40,50,74,1315,1037,155,1162,0
182504,26,24,29,27,24,231,1114,134,136,799,1
182504,28,20,37,24,174,1189,245,64,137,870,2
182504,26,20,34,143,236,380,414,244,134,809,3
182504,18,14,30,428,389,98,58,55,98,622,4
182504,11,25,312,111,21,16,33,47,80,365,5
182504,13,222,117,20,16,19,36,51,72,316,6
182504,41,13,9,12,13,20,35,46,64,144,7
182504,90,126,122,108,100,114,132,120,1294,1530,8
182504,3,4,4,4,4,8,20,35,62,79,9
183239,45,40,45,39,51,74,1313,1036,154,1159,0
183239,27,24,29,27,23,232,1113,134,136,797,1
183239,28,20,37,23,175,1189,245,64,137,869,2
183239,26,20,34,143,236,378,411,242,135,806,3
183239,18,13,30,427,388,97,59,55,97,620,4
183239,11,25,312,110,21,16,33,47,80,365,5
183239,13,221,115,19,16,19,36,51,70,314,6
183239,40,13,9,12,13,20,35,46,64,143,7
183239,90,126,122,107,100,114,131,121,1295,1530,8
183239,3,4,4,4,4,7,20,34,62,80,9
183971,45,40,45,39,49,73,1312,1037,155,1159,0
183971,27,25,30,28,24,232,1113,135,136,796,1
183971,28,20,37,23,177,1193,246,63,137,872,2
183971,25,21,35,143,237,378,410,243,135,806,3
183971,18,14,29,424,388,99,59,55,98,620,4
183971,11,25,312,110,21,16,33,47,80,365,5
183971,13,222,116,20,16,19,36,51,70,314,6
183971,40,13,9,12,13,19,35,46,64,142,7
183971,90,126,122,108,101,114,132,120,1293,1530,8
183971,3,4,4,4,4,8,20,34,62,79,9
184704,45,40,45,39,50,74,1312,1035,154,1158,0
184704,27,24,29,27,23,231,1111,135,136,795,1
184704,27,20,37,23,177,1189,245,63,138,870,2
184704,26,20,34,143,236,376,408,242,135,801,3
184704,18,14,29,422,382,97,58,55,96,611,4
184704,11,24,309,109,21,16,33,47,80,364,5
184704,13,219,115,20,16,20,35,50,70,311,6
184704,39,13,8,12,12,19,34,45,64,140,7
184704,90,125,122,108,99,113,131,120,1286,1530,8
184704,4,4,4,4,4,6,20,34,62,78,9
185436,45,41,46,40,50,73,1308,1032,152,1154,0
185436,27,24,29,27,23,228,1110,132,136,793,1
185436,28,19,37,24,175,1181,243,62,135,864,2
185436,25,20,34,142,233,373,407,242,133,796,3
185436,18,14,29,409,370,94,57,54,96,596,4
185436,11,24,305,107,21,16,32,47,78,359,5
185436,13,216,114,20,16,20,35,50,70,310,6
185436,40,12,8,11,12,20,35,45,66,142,7
185436,90,125,121,107,99,112,130,118,1278,1530,8
185436,3,3,4,4,4,7,20,34,61,77,9
186168,45,40,45,39,50,74,1307,1031,154,1152,0
186168,26,24,29,28,23,231,1111,135,138,795,1
186168,28,20,37,23,175,1182,242,62,135,863,2
186168,25,20,34,143,232,370,405,241,135,793,3
186168,17,13,28,400,363,93,56,53,94,586,4
186168,11,24,298,106,20,17,32,46,78,353,5
186168,13,211,110,19,15,19,35,50,70,305,6
186168,39,12,8,12,12,19,34,45,66,141,7
186168,91,126,122,109,101,114,131,120,1292,1530,8
186168,3,3,4,4,4,7,20,34,62,78,9
186901,45,40,45,39,50,73,1312,1037,153,1158,0
186901,27,24,30,28,23,230,1112,135,136,795,1
186901,28,21,37,24,177,1194,244,64,136,871,2
186901,25,21,34,143,233,372,405,240,132,796,3
186901,17,14,28,403,366,92,57,54,96,590,4
186901,11,24,299,105,20,16,32,46,80,355,5
186901,13,211,111,19,15,19,35,50,72,306,6
186901,39,13,9,12,12,19,35,46,66,142,7
186901,91,127,123,109,101,115,133,121,1299,1530,8
186901,4,4,4,4,4,7,19,34,64,79,9
187635,45,41,46,39,51,74,1310,1036,154,1155,0
187635,26,24,29,27,23,229,1111,134,134,794,1
187635,28,21,37,24,179,1201,246,63,136,876,2
187635,25,20,35,144,234,372,406,240,133,797,3
187635,18,13,29,406,364,93,56,53,94,587,4
187635,11,25,298,104,20,17,32,46,78,351,5
187635,13,209,111,19,15,19,35,49,70,304,6
187635,38,12,8,11,12,20,34,45,66,140,7
187635,90,127,123,109,100,115,131,120,1298,1530,8
187635,3,4,4,4,3,7,19,33,60,77,9
188370,45,40,46,39,50,73,1305,1031,151,1150,0
188370,26,24,29,27,23,229,1110,133,133,791,1
188370,28,19,37,23,177,1190,242,62,135,866,2
188370,25,20,34,143,230,368,402,239,131,788,3
188370,17,13,27,394,355,91,55,52,92,575,4
188370,10,23,293,103,20,16,31,46,78,348,5
188370,13,206,109,19,15,18,34,49,70,299,6
188370,38,12,8,11,12,19,34,45,66,140,7
188370,91,127,123,109,101,115,132,120,1299,1530,8
188370,4,3,3,3,3,7,19,33,60,77,9
189102,45,40,45,39,50,73,1308,1034,152,1151,0
189102,27,24,29,27,23,229,1110,133,134,791,1
189102,28,20,37,23,177,1192,244,62,135,868,2
189102,25,21,34,141,230,365,401,238,130,786,3
189102,17,13,28,393,351,91,55,52,93,570,4
189102,10,23,292,103,20,16,31,45,78,346,5
189102,12,207,109,19,15,18,34,49,70,300,6
189102,38,12,9,10,12,20,34,45,64,139,7
189102,91,127,123,108,101,115,131,120,1303,1530,8
189102,4,3,4,4,3,7,19,33,60,77,9
189835,45,41,46,39,50,73,1306,1032,151,1151,0
189835,27,24,29,27,23,230,1114,133,133,796,1
189835,28,20,37,23,178,1196,245,63,137,871,2
189835,26,20,34,142,231,368,403,240,132,788,3
189835,17,13,28,396,352,89,55,52,92,570,4
189835,10,23,292,103,20,16,31,46,76,347,5
189835,12,205,108,19,15,18,34,49,70,298,6
189835,38,12,9,11,12,19,34,45,66,139,7
189835,91,127,123,109,100,114,131,119,1288,1530,8
189835,3,4,4,4,4,6,19,33,60,76,9
190570,45,40,45,39,50,73,1307,1034,151,1152,0
190570,26,24,29,27,23,229,1110,133,133,791,1
190570,28,21,37,23,177,1187,241,62,135,864,2
190570,24,20,34,140,227,362,398,236,128,780,3
190570,17,13,27,389,347,89,55,52,92,565,4
190570,10,24,290,101,20,15,31,45,78,341,5
190570,12,203,108,18,15,18,34,48,70,296,6
190570,38,12,8,11,12,20,34,45,64,138,7
190570,90,126,122,109,100,112,130,119,1276,1530,8
190570,3,3,4,4,3,7,19,33,60,75,9
191303,45,40,45,39,50,73,1304,1032,152,1149,0
191303,26,24,29,27,23,228,1110,133,134,789,1
191303,28,19,36,23,175,1175,241,62,133,856,2
191303,25,20,34,138,225,360,399,238,129,776,3
191303,16,13,28,380,338,87,54,51,90,553,4
191303,11,23,287,100,19,16,30,44,76,339,5
191303,12,198,106,18,14,18,33,48,68,291,6
191303,38,12,8,11,12,18,33,44,64,136,7
191303,89,125,121,107,99,112,128,116,1271,1530,8
191303,3,4,4,4,3,7,18,31,56,71,9
192036,45,40,45,39,49,71,1299,1025,143,1137,0
192036,26,24,29,27,22,227,1106,128,124,776,1
192036,27,18,35,21,173,1162,237,56,122,836,2
192036,24,19,33,137,219,354,392,231,117,756,3
192036,16,11,26,373,332,85,51,47,82,535,4
192036,10,22,282,99,19,15,28,41,68,329,5
192036,12,198,106,17,14,18,32,46,62,285,6
192036,37,12,8,10,11,18,31,42,58,129,7
192036,89,124,120,107,99,112,128,116,1266,1530,8
192036,3,4,3,4,3,5,18,31,54,71,9
192770,45,40,45,39,50,72,1302,1030,147,1143,0
192770,27,24,29,27,23,229,1108,132,129,785,1
192770,27,20,36,23,171,1153,236,60,126,837,2
192770,25,19,33,136,219,354,395,235,122,762,3
192770,16,11,26,373,330,85,52,49,85,538,4
192770,10,22,282,100,19,14,29,43,70,331,5
192770,12,197,104,17,14,17,32,46,62,282,6
192770,36,11,8,10,11,18,31,41,56,126,7
192770,88,123,120,106,99,112,129,116,1263,1530,8
192770,3,3,3,3,3,6,17,31,54,70,9
193502,44,40,45,39,49,71,1297,1025,144,1137,0
193502,26,24,28,27,23,227,1107,130,128,782,1
193502,26,19,35,22,171,1146,235,59,127,831,2
193502,24,19,33,133,215,350,394,235,121,754,3
193502,16,11,26,365,322,83,52,49,86,527,4
193502,10,22,279,97,19,14,29,43,70,327,5
193502,12,192,103,17,13,16,31,45,60,272,6
193502,36,11,7,10,11,18,31,41,56,126,7
193502,88,124,120,107,99,113,129,116,1265,1530,8
193502,2,3,3,3,3,6,17,31,54,70,9
194237,44,40,45,38,49,71,1297,1024,144,1136,0
194237,27,24,29,27,23,227,1105,130,125,779,1
194237,27,18,35,22,169,1144,235,59,125,830,2
194237,24,19,33,133,213,348,392,233,122,752,3
194237,15,12,26,363,326,84,52,49,85,531,4
194237,10,22,279,97,18,15,30,42,68,324,5
194237,11,191,101,17,13,16,31,45,60,271,6
194237,36,11,7,10,11,16,31,41,56,126,7
194237,88,124,120,106,99,113,129,116,1265,1530,8
194237,3,4,3,3,3,6,17,31,53,70,9
194971,45,40,45,39,49,71,1295,1025,143,1135,0
194971,27,24,29,27,23,225,1102,130,125,778,1
194971,26,19,35,22,167,1131,232,59,123,820,2
194971,24,19,32,132,208,343,391,233,119,743,3
194971,15,12,25,356,314,81,50,48,83,514,4
194971,10,22,275,96,18,14,28,42,68,322,5
194971,11,189,100,17,13,16,31,44,60,268,6
194971,36,11,8,9,10,17,31,41,56,126,7
194971,88,124,120,106,98,112,128,116,1265,1530,8
194971,3,4,3,3,3,6,18,31,54,70,9
195704,44,39,44,38,49,71,1293,1023,144,1133,0
195704,27,24,28,27,23,224,1099,130,125,777,1
195704,25,18,34,21,166,1121,231,59,124,815,2
195704,23,19,32,128,204,339,388,232,121,738,3
195704,15,12,26,348,308,81,51,49,82,508,4
195704,10,21,272,94,18,14,28,42,68,317,5
195704,11,185,98,17,13,16,30,45,60,266,6
195704,36,12,7,10,11,17,31,42,56,126,7
195704,88,124,120,106,100,113,129,117,1267,1530,8
195704,3,4,3,4,3,5,17,31,54,70,9
196436,44,40,45,39,49,71,1290,1022,144,1132,0
196436,27,25,29,28,23,224,1098,130,127,777,1
196436,25,18,35,21,164,1115,230,59,123,811,2
196436,24,19,32,129,202,336,388,231,119,733,3
196436,15,11,24,346,302,79,50,48,84,500,4
196436,10,21,268,95,18,14,29,42,68,316,5
196436,11,188,100,17,13,17,30,45,60,269,6
196436,36,11,7,10,10,16,31,41,56,125,7
196436,88,123,119,107,99,112,127,115,1257,1530,8
196436,3,3,3,3,3,5,17,31,54,70,9
197168,44,40,45,39,49,70,1291,1021,142,1131,0
197168,27,24,29,27,22,222,1093,129,124,772,1
197168,25,18,33,21,158,1081,224,58,120,788,2
197168,23,19,31,122,189,325,384,230,117,715,3
197168,14,11,23,322,280,74,48,46,80,471,4
197168,9,20,254,89,17,13,27,41,66,301,5
197168,11,181,97,16,13,16,30,44,60,265,6
197168,36,11,8,9,10,17,31,41,56,126,7
197168,88,123,120,106,97,111,126,115,1250,1530,8
197168,3,4,3,3,3,6,17,30,52,69,9
197903,44,40,45,39,49,70,1287,1018,142,1127,0
197903,25,23,28,27,22,220,1086,129,124,766,1
197903,24,17,32,19,147,1019,215,56,116,748,2
197903,23,18,29,112,171,307,379,228,112,686,3
197903,13,10,22,295,255,69,46,45,78,437,4
197903,9,19,238,84,16,13,27,40,66,288,5
197903,11,171,92,16,12,15,30,44,60,255,6
197903,36,11,7,9,10,17,31,41,56,126,7
197903,88,123,120,106,99,111,128,115,1257,1530,8
197903,3,3,3,4,3,6,17,30,52,69,9
198635,44,39,44,38,49,70,1281,1014,140,1121,0
198635,26,23,28,26,22,219,1079,128,122,761,1
198635,23,17,31,20,141,990,211,55,115,727,2
198635,22,18,29,107,164,302,377,228,114,680,3
198635,13,9,22,287,247,69,45,45,76,428,4
198635,9,18,231,82,15,13,27,40,64,280,5
198635,10,169,90,15,12,15,29,44,58,250,6
198635,36,11,7,9,10,16,31,41,56,124,7
198635,88,122,118,105,98,111,127,115,1251,1530,8
198635,3,3,3,3,3,5,17,31,52,69,9
199369,43,39,44,38,48,69,1280,1015,141,1122,0
199369,26,23,29,27,22,216,1075,128,122,757,1
199369,22,17,30,19,136,954,206,54,111,705,2
199369,21,17,28,102,159,298,378,230,114,671,3
199369,13,10,22,282,241,66,45,44,76,420,4
199369,9,18,230,81,15,13,26,40,64,279,5
199369,10,168,90,15,12,15,29,43,58,250,6
199369,35,11,7,9,10,16,30,41,54,123,7
199369,88,122,119,105,97,111,127,115,1248,1530,8
199369,3,4,3,4,3,6,17,30,52,69,9
200101,44,39,44,38,48,69,1278,1015,139,1120,0
200101,26,23,28,26,22,215,1073,127,122,755,1
200101,22,16,29,18,131,933,203,53,110,691,2
200101,21,18,28,99,153,291,375,226,110,662,3
200101,12,9,21,275,236,65,45,44,74,412,4
200101,9,18,226,80,15,12,26,40,64,276,5
200101,10,166,88,14,12,15,29,43,58,247,6
200101,35,11,7,9,10,15,30,41,54,123,7
200101,88,122,119,104,98,110,127,115,1244,1530,8
200101,3,3,3,4,3,6,17,30,52,68,9
200834,44,39,44,38,48,69,1278,1014,139,1120,0
200834,26,23,28,26,22,215,1069,127,121,754,1
200834,22,15,29,19,129,926,202,53,110,685,2
200834,21,18,27,100,153,292,376,228,111,661,3
200834,12,10,21,276,237,65,45,44,75,413,4
200834,9,18,227,80,15,12,26,40,64,278,5
200834,10,167,89,15,12,16,29,43,58,249,6
200834,36,10,7,10,10,16,30,41,54,123,7
200834,88,122,119,105,98,111,127,115,1246,1530,8
200834,3,3,3,3,3,6,17,30,52,69,9
201568,44,39,44,38,48,69,1276,1014,140,1118,0
201568,25,23,28,26,22,215,1072,127,122,756,1
201568,22,15,29,18,131,933,203,53,111,691,2
201568,21,17,29,100,156,295,377,229,112,667,3
201568,13,10,21,280,240,66,45,44,74,418,4
201568,8,19,229,81,15,13,26,40,64,280,5
201568,10,170,90,15,12,15,29,43,58,252,6
201568,36,11,7,9,10,17,31,41,54,124,7
201568,88,123,119,105,98,111,127,115,1247,1530,8
201568,3,3,3,3,3,6,17,30,50,67,9
202300,44,39,44,38,48,69,1276,1013,140,1117,0
202300,26,23,28,26,22,218,1075,129,122,758,1
202300,22,16,29,19,132,939,203,54,110,694,2
202300,22,18,29,101,156,295,378,230,112,664,3
202300,13,9,21,278,241,66,45,44,74,417,4
202300,9,19,231,81,16,12,26,40,64,281,5
202300,11,170,90,15,12,16,30,43,58,253,6
202300,36,11,7,9,10,16,30,41,54,124,7
202300,87,122,118,105,98,111,126,114,1241,1530,8
202300,3,3,3,3,3,6,16,30,50,67,9
203034,44,39,44,38,48,69,1278,1013,140,1118,0
203034,25,23,28,26,22,215,1071,127,121,755,1
203034,22,16,29,18,132,938,203,53,109,693,2
203034,21,18,29,101,154,293,376,227,111,663,3
203034,13,9,21,278,239,66,45,44,74,415,4
203034,8,19,230,81,15,13,27,39,63,278,5
203034,11,170,91,15,12,15,29,43,58,251,6
203034,36,11,7,9,10,16,30,41,54,122,7
203034,87,122,118,104,97,110,125,113,1234,1530,8
203034,3,3,3,3,3,6,17,30,50,67,9
203766,44,39,44,38,48,70,1278,1014,138,1118,0
203766,25,23,28,26,22,215,1074,127,121,754,1
203766,22,15,29,18,132,935,203,53,110,692,2
203766,22,17,28,100,154,293,376,228,110,662,3
203766,12,9,20,275,239,66,44,44,74,415,4
203766,9,18,230,81,15,13,27,39,64,280,5
203766,11,170,91,15,12,16,29,43,58,252,6
203766,36,11,7,9,10,16,30,41,54,123,7
203766,87,121,118,105,95,109,124,113,1234,1530,8
203766,3,3,3,2,3,6,16,29,50,66,9
204500,44,39,44,38,49,69,1279,1014,138,1118,0
204500,26,23,28,26,22,214,1071,127,120,755,1
204500,22,15,29,18,133,940,203,53,110,694,2
204500,22,17,28,101,156,295,377,228,111,665,3
204500,13,10,21,279,242,66,45,44,74,418,4
204500,9,18,233,83,15,13,26,39,64,279,5
204500,11,170,91,14,12,15,29,43,58,252,6
204500,36,11,7,10,10,17,30,40,54,122,7
204500,88,122,119,106,98,110,126,114,1247,1530,8
204500,3,3,3,3,3,5,16,29,50,66,9
205233,44,39,44,38,48,69,1277,1014,139,1118,0
205233,26,23,28,26,22,215,1071,127,121,753,1
205233,22,15,29,18,132,937,204,53,109,692,2
205233,22,17,28,101,155,294,376,227,111,662,3
205233,12,10,21,275,237,65,44,43,74,410,4
205233,9,18,228,80,15,13,26,39,62,276,5
205233,10,168,89,15,12,15,29,42,56,248,6
205233,36,11,7,9,10,17,30,40,54,122,7
205233,87,121,119,105,99,111,127,114,1248,1530,8
205233,3,4,3,4,3,5,17,30,52,68,9
205965,44,39,45,38,48,69,1278,1016,138,1119,0
205965,26,23,29,26,22,215,1073,126,121,754,1
205965,22,16,29,18,135,949,205,53,110,700,2
205965,22,18,28,104,161,300,379,229,111,674,3
205965,13,10,21,289,247,67,45,44,74,423,4
205965,8,18,231,82,15,13,27,39,62,279,5
205965,10,170,91,15,12,16,29,42,58,251,6
205965,36,10,7,10,10,16,30,41,54,122,7
205965,88,122,119,106,98,111,127,114,1249,1530,8
205965,3,3,3,3,3,5,17,30,52,67,9
206698,44,40,45,38,48,69,1281,1017,140,1121,0
206698,26,23,28,26,22,215,1073,127,120,754,1
206698,22,16,29,19,134,952,205,53,110,701,2
206698,22,18,28,104,161,300,377,227,112,672,3
206698,13,10,21,288,247,67,45,44,74,423,4
206698,9,18,230,82,15,13,26,38,62,276,5
206698,10,170,90,15,12,15,29,42,56,250,6
206698,37,11,7,10,10,16,31,40,52,122,7
206698,88,122,118,105,97,110,126,113,1245,1530,8
206698,3,4,3,3,3,5,17,29,50,66,9
207430,44,39,44,38,48,69,1277,1014,140,1118,0
207430,26,23,28,26,22,214,1067,126,121,751,1
207430,22,15,29,18,131,931,201,52,108,687,2
207430,21,17,27,101,157,296,378,229,111,664,3
207430,12,10,21,275,235,64,44,42,72,406,4
207430,8,18,224,79,15,12,25,38,62,270,5
207430,10,167,88,15,12,15,28,42,56,244,6
207430,36,10,7,9,10,17,29,40,52,121,7
207430,87,122,118,105,98,110,126,113,1242,1530,8
207430,3,3,3,3,3,5,16,29,50,66,9
208164,44,39,44,38,48,69,1277,1017,138,1120,0
208164,25,23,28,26,21,214,1067,126,118,748,1
208164,22,15,29,18,131,928,201,52,108,684,2
208164,21,17,28,101,155,294,375,227,109,660,3
208164,12,9,21,275,236,65,44,43,72,408,4
208164,8,17,224,79,15,11,25,38,60,269,5
208164,10,164,87,15,11,15,29,41,56,243,6
208164,36,10,7,9,10,15,29,39,52,120,7
208164,87,121,119,103,96,110,125,113,1241,1530,8
208164,3,2,2,2,3,6,16,29,50,66,9
208898,44,39,44,38,48,69,1282,1018,138,1122,0
208898,26,23,28,26,22,217,1077,127,121,757,1
208898,23,17,30,19,134,948,203,52,108,697,2
208898,22,17,28,101,155,293,374,227,110,660,3
208898,12,10,21,274,238,65,44,43,72,411,4
208898,8,18,227,80,15,12,26,38,62,274,5
208898,10,165,88,15,11,15,28,41,56,241,6
208898,35,10,7,9,10,15,29,40,52,120,7
208898,87,121,118,105,97,110,124,113,1239,1530,8
208898,3,3,3,3,3,6,16,29,50,66,9
209633,44,40,44,38,49,69,1280,1017,140,1121,0
209633,26,23,28,26,22,216,1077,127,120,755,1
209633,22,17,29,19,133,941,202,52,109,692,2
209633,22,17,28,100,153,290,373,226,108,657,3
209633,12,9,21,271,232,64,44,42,72,403,4
209633,8,17,223,79,15,12,25,38,62,268,5
209633,10,163,87,14,11,14,28,41,56,238,6
209633,35,10,7,9,9,16,30,39,52,120,7
209633,87,121,117,105,97,110,124,112,1232,1530,8
209633,3,3,3,3,3,5,15,29,50,66,9
210366,44,39,44,38,48,69,1279,1017,138,1120,0
210366,25,23,28,26,22,214,1069,126,120,750,1
210366,22,15,28,18,126,906,198,51,106,669,2
210366,21,17,27,95,146,283,372,226,108,643,3
210366,11,9,20,256,220,62,42,42,72,385,4
210366,8,18,214,75,14,12,24,37,60,260,5
210366,10,155,83,14,11,14,27,41,55,233,6
210366,35,11,7,9,9,16,29,39,52,118,7
210366,86,120,117,103,97,111,125,113,1230,1530,8
210366,3,2,3,3,3,6,16,29,50,66,9
211098,44,39,44,38,48,70,1279,1018,139,1122,0
211098,26,23,28,26,21,213,1064,126,119,748,1
211098,21,16,28,18,124,892,196,51,106,661,2
211098,21,17,27,93,141,279,369,224,106,637,3
211098,12,8,20,251,215,60,42,42,70,379,4
211098,8,16,211,74,14,12,25,37,60,256,5
211098,9,152,82,14,11,14,28,41,54,230,6
211098,35,11,7,9,9,15,29,39,52,117,7
211098,86,120,117,104,96,109,124,112,1226,1530,8
211098,3,2,3,3,3,6,16,30,50,65,9
211832,44,39,44,38,47,69,1274,1014,139,1115,0
211832,26,23,28,26,21,213,1067,126,119,750,1
211832,21,15,28,18,123,885,195,51,105,656,2
211832,21,17,27,90,138,276,369,225,107,631,3
211832,11,9,19,243,208,60,42,41,70,371,4
211832,8,17,207,73,14,12,25,37,60,255,5
211832,10,150,80,14,10,14,28,40,54,227,6
211832,34,11,7,9,9,15,29,39,52,118,7
211832,86,120,116,102,96,108,124,112,1222,1530,8
211832,3,3,3,3,3,5,16,29,50,65,9
212564,44,39,44,38,48,68,1273,1014,139,1118,0
212564,25,23,28,26,21,212,1064,126,119,746,1
212564,20,15,28,17,117,858,192,50,103,638,2
212564,20,16,26,87,133,271,368,225,106,624,3
212564,11,8,19,235,201,59,41,41,70,363,4
212564,8,16,201,71,13,11,24,37,60,248,5
212564,9,145,78,13,10,13,27,40,54,222,6
212564,33,11,7,9,9,15,30,39,52,117,7
212564,86,119,116,103,96,108,124,111,1218,1530,8
212564,3,3,3,3,3,6,16,29,50,66,9
213297,44,39,44,38,48,69,1272,1013,137,1115,0
213297,25,23,28,26,21,210,1054,125,119,741,1
213297,20,14,26,16,111,822,187,50,101,617,2
213297,20,16,26,82,122,261,363,223,105,608,3
213297,11,7,18,220,185,54,40,41,68,340,4
213297,7,16,189,67,13,11,24,37,60,239,5
213297,9,134,73,13,10,13,26,40,54,211,6
213297,31,9,7,9,9,14,29,39,52,114,7
213297,85,119,116,101,96,108,123,111,1214,1530,8
213297,3,3,3,3,3,6,16,29,50,66,9
214033,44,39,44,38,48,69,1269,1012,137,1112,0
214033,25,23,27,26,21,210,1060,126,119,745,1
214033,21,15,28,18,116,862,193,51,105,643,2
214033,20,16,26,86,123,264,365,223,105,612,3
214033,10,8,17,212,177,54,39,40,68,331,4
214033,7,14,181,65,12,11,24,37,60,231,5
214033,9,129,71,12,10,13,26,40,54,207,6
214033,31,9,6,8,8,14,28,39,52,113,7
214033,85,118,115,102,95,106,122,110,1211,1530,8
214033,3,3,3,3,3,6,16,29,50,66,9
214766,44,39,44,38,47,68,1265,1010,139,1111,0
214766,26,23,27,26,21,210,1058,126,119,744,1
214766,20,15,26,17,112,842,190,51,104,629,2
214766,20,17,27,87,130,275,372,227,109,630,3
214766,11,9,19,237,195,58,41,42,71,358,4
214766,8,15,187,67,12,10,24,37,60,235,5
214766,8,127,72,12,9,13,27,40,56,208,6
214766,29,10,7,8,9,15,29,40,54,114,7
214766,86,120,117,102,97,109,124,113,1225,1530,8
214766,3,3,3,4,3,6,17,30,52,68,9
215500,44,39,44,38,48,68,1264,1010,141,1112,0
215500,25,24,28,27,21,211,1062,128,123,748,1
215500,21,15,28,17,115,866,195,53,108,648,2
215500,21,17,27,92,140,285,375,228,113,647,3
215500,12,10,21,260,222,64,45,45,76,397,4
215500,8,17,208,75,13,12,26,39,64,255,5
215500,9,139,77,14,10,14,29,42,58,222,6
215500,31,10,7,9,9,16,30,42,56,119,7
215500,87,122,118,106,98,111,127,115,1249,1530,8
215500,3,3,3,4,3,5,16,31,54,70,9
216232,44,39,44,38,48,69,1272,1014,143,1119,0
216232,26,23,28,26,21,211,1065,128,124,751,1
216232,21,15,28,18,116,872,196,53,110,653,2
